contig	ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC6	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-5684-3p	miR-5684-3p	16	56	31	47.33333333	84.66666667	192.3333333	37.83333333	14	30.83333333	63.66666667	58.5	36	37.33333333	67	30	42.25	78.5	57.66666667	35.66666667	35.33333333	86.16666667	25	43.83333333	134.1666667
miR-9903-5p	miR-9903-5p	16	30	20	70	37	26	4	6	9	62	41	1	21	8	34	2	12	1	25	0	6	2	23	4
miR-181b-5p	miR-181b-5p	16	714	498	209	1087	980	97	11	124	1371	1046	220	1876	1598	566	623	2033	969	1651	51	1646	305	481	1600
miR-6745-3p	miR-6745-3p	16	34	21	8	25	30	25	41	33	8	14	7	8	30	4	11	10	13	2	36	9	8	85	20
miR-342-3p	miR-342-3p	16	956	693	754	2819	1749	52	16	165	2899	1115	193	1455	2757	429	917	2642	4382	2239	70	2757	312	1277	3169
miR-1257-3p	miR-1257-3p	16	19	7	37	26	42	8	2	16	62	44.33333333	10	25	24	6	6	22	18	50	7	34	14	44	41
miR-3196-5p	miR-3196-5p	16	13	13	54	19	31	10	9	11	17	15	20	7	23	30	23	6	3	1	0	16	11	22	13
miR-4797-3p	miR-4797-3p	15	20	18	19	40	43	47	67	69	44	64	61	58	19	76	22	52	80	67	93	62	93	43	32
miR-5703-3p	miR-5703-3p	15	5	0	0	0	0	6	1	0	0	0	1	0	1	0	0	1	4	0	5	2	2	0	0
miR-4787-3p	miR-4787-3p	15	14	7	0	11	5	8	1	11	2	6	0	6	15	23	0	0	10	7	4	6	8	2	4
miR-1538-3p	miR-1538-3p	15	7	8	2	34	35	12	5	10	14	3	27	18	21	45	11	26	17	16	9	51	7	24	13
miR-6894-5p	miR-6894-5p	15	3	4	0	5	5	1	4	9	0	1	8	4	0	0	1	4	3	3	22	2	0	1	4
miR-24-2-3p	miR-24-2-3p	15	22.5	15	9.5	69.5	60	10.5	8	4	79	42	10.5	14.5	101	9	27	63.5	40	39	3	35.5	9	29.5	109.5
miR-653-5p	miR-653-5p	15	145	290	66	294	86	71	12	1	35	380	48	73	707	151	77	130	160	84	9	113	40	77	500
miR-146a-3p	miR-146a-3p	15	34	3	3	8	6	1	0	7	76	5	8	10	17	5	3	20	16	4	4	13	7	45	21
miR-182-5p	miR-182-5p	15	685	184	266	2781	304	108	11	513	1657	1296	225	1758	5489	2118	920	1581	1545	1423	56	1217	260	983	2849
miR-223-3p	miR-223-3p	15	1425	1012	815	5016	2269	74	14	191	4389	2283	174	2275	7631	516	1591	4189	6710	3591	71	3016	674	1525	8497
miR-4449-5p	miR-4449-5p	15	8	7	6	17	25	16	28	24	16	15	22	2	16	47	16	5	11	15	9	3	15	9	19
miR-1269a-3p	miR-1269a-3p	15	36	6	0	0	3	5	2	6	0	600	454	1214	38	20	27	10	53	11	2	16	1962	4	39
miR-4484-3p	miR-4484-3p	15	20	9	0	16	34	31	62	100	20	29	59	38	34	42	17	31	43	9	71	52	57	26	111
miR-205-5p	miR-205-5p	15	1072	0	0	10	11	0	0	3	106	3	96	13	180	0	12	8	85	4	47	9	0	12	42
miR-126-5p	miR-126-5p	15	7141	3527	5413	11357	20016	260	15	215	19777	7587	950.5	8735	15351	4323	4713	23325	9212	23188	84	9461	1022	6561	26918
miR-1179-5p	miR-1179-5p	15	12	2	0	9	7	6	7	24	5	7	12	7	13	10	3	3	18	14	10	21	6	11	21
miR-4733-5p	miR-4733-5p	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	0
miR-4653-3p	miR-4653-3p	15	4	2	0	1	2	3	3	9	22	0	10	19	3	1	0	10	14	2	16	18	3	24	11
miR-7110-3p	miR-7110-3p	15	15	12	12	41	49.33333333	17	10	28	31	22	34	32	12	40	31	52	85	21	31	22	26	28	17
miR-584-3p	miR-584-3p	15	13	1	0	4	8	10	1	3	2	14	8	9	8	0	3	3	2	4	12	2	0	6	3
miR-541-5p	miR-541-5p	15	0	0	0	0	0	1	0	0	3	0	0	0	1	4	2	3	5	1	0	1	0	1	4
miR-4700-5p	miR-4700-5p	14	6	3	0	2	9	1	1	0	3	0	4	0	4	11	2	5	0	6	20	0	4	2	2
miR-10527-5p	miR-10527-5p	14	2	3	0	16	14	4	0	8	7	9	16	34	16	0	24	14	18	30	0	14	17	11	19
miR-6128-3p	miR-6128-3p	14	84	9	13	19	43	45	12	92	26	43	46	95	12.16666667	51	38	111	39	24	53	40	21.66666667	23	28
miR-5188-3p	miR-5188-3p	14	9	4	0	2	10	0	22	27	4	8	10	1	0	1	4	10	7	12	0	6	8	7	11
miR-7152-5p	miR-7152-5p	14	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
miR-4489-3p	miR-4489-3p	14	8	3	4	2	3	3	3	0	0	0	0	6	0	5	5	1	2	2	7	3	3	7	0
miR-6848-5p	miR-6848-5p	14	4	3	0	2	1	2	9	3	1	2	1	10	2	0	0	1	9	5	7	0	2	2	1
miR-6728-5p	miR-6728-5p	14	11	7	0	1	0	1	10	11	2	10	8	9	6	3	0	5	11	1	1	7	6	4	1
miR-2909-3p	miR-2909-3p	14	11	4	24	15	73	10	2	15	10	15	7	5	26	1	9	9	1	3	15	5	9	3	13
miR-4654-3p	miR-4654-3p	14	4	1	14	0	2	1	0	2	1	4	0	0	1	0	0	1	0	0	4	0	1	1	0
miR-4443	miR-4443	14	19	3	0	2	23	10	0	91	18	19	2	28	10	28	3	53	29	40	50	54	87	7	9
miR-4674-5p	miR-4674-5p	14	54	37	8	63	55	38	46	60	57	59	41	73	47	71	17	42	45	60	23	64	35	92	41
miR-6772-5p	miR-6772-5p	14	9	4	7	7	2	4	4	7	2	5	5	4	4	10	3	10	14	7	13	3	10	2	4
miR-766-5p	miR-766-5p	14	0	6	13	9	6	3	5	2	1	2	4	4	3	5	0	7	9	5	2	2	4	3	0
miR-4711-5p	miR-4711-5p	14	0	0	0	0	1	0	2	0	2	1	0	0	4	0	0	1	0	0	4	0	1	0	3
miR-484	miR-484	14	179	99	99	335	286	21	8	46	214	252	39	201	455	115	83	293	303	371	16	269	83	86	575
miR-3927-3p	miR-3927-3p	14	1	1	0	1	3	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-4258-5p	miR-4258-5p	14	3	2	0	1	8.5	1	8	6	1	3	3	10	0	1	5	0	0	3	2	6	2	7	2
miR-410-3p	miR-410-3p	14	13	3	31	81	23	0	0	0	21	21	0	6	73	16	2	22	28	44	1	27	10	4	98
miR-7706-3p	miR-7706-3p	14	41	29	25	65	39	26	34	34	37	47	20	39	53	29	24	47	37	49	12	43	40	33	54
miR-668-3p	miR-668-3p	14	4	11	8	19	25	7	7	11	11	17	8	11	12	3	9	8	7	7	0	9	6	16	16
miR-1912-5p	miR-1912-5p	14	0	0	0	0	1	0	0	0	2	0	0	0	6	0	0	5	1	0	0	8	0	3	3
miR-548h-1-3p	miR-548h-1-3p	14	2	8	6	7	14	4	5	12	10	6	10	4	5	9	2	5	2	8	1	6	3	6	9
miR-4428-3p	miR-4428-3p	14	2	0	1	7	3	0	0	5	5	2	0	12	1	1	0	1	1	2	0	0	0	3	4
miR-128-1-3p	miR-128-1-3p	14	407	201	148	718	924	130	15	71	1350	459	70	592	1322	413	295	841	653	656	43	586	178	348	1484
miR-11399-3p	miR-11399-3p	14	0	5	0	0	1	0	0	0	1	0	0	0	0	4	2	4	0	1	0	0	6	0	5
miR-6766-5p	miR-6766-5p	14	2	1	0	2	4	1	1	2	0	1	3	0	6	0	0	1	0	0	8	2	0	2	0
miR-595-3p	miR-595-3p	13	5	0	0	1	5	2	1	2	2	3	5	3	8	9	1	8	0	2	1	2	5	0	2
miR-4498-3p	miR-4498-3p	13	0	3	28	8	7	6	14	4	3	2	6	0	4	4	3	10	0	0	0	2	7	3	0
miR-4296-5p	miR-4296-5p	13	10	5	1	0	8	18	37	22	3	3	20	8	3	11	19	4	11	8	43	10	8	8	9
miR-4773-2-5p	miR-4773-2-5p	13	24	14	14	9	7	32	7	17	35	17	24	3	3	20	4	49	15	17	16	16	14	11	10
miR-4316-5p	miR-4316-5p	13	1	3	0	8	52	3	4	0	5	3	3	2	3	1	4	5	3	0	3	10	0	7	10
miR-4438-5p	miR-4438-5p	13	4	0	0	0	4	2	7	4	0	0	2	6	0	7	0	3	1	0	3	1	0	3	2
miR-4714-3p	miR-4714-3p	13	9	1	3	3	7	10	11	6	4	3	4	0	2	1	1	2	5	2	3	0	2	5	6
miR-4791-5p	miR-4791-5p	13	384.5	159	65	214	591	132	8	36	224	123	86	177	101	97	134	332.5	204	157	6	173	61	190	166
miR-4673-3p	miR-4673-3p	13	4	0	0	0	2	0	3	0	3	0	2	1	1	2	0	1	2	0	3	0	1	0	0
miR-6722-5p	miR-6722-5p	13	6	7	0	8	2	4	20	27	4	4	4	11	2	0	1	9	13	6	70	24	16	12	4
miR-6785-5p	miR-6785-5p	13	0	0	10	1	2	2	4	1	1	0	2	3	0	0	1	1	0	3	0	0	0	2	4
miR-3605-5p	miR-3605-5p	13	9	3	0	1	4	0	3	0	8	6	2	5	13	6	2	0	9	16	0	1	7	12	10
miR-5699-5p	miR-5699-5p	13	2	4	0	14	2	4	0	7	8	8	0	6	15	5	18	2	3	12	0	5	0	7	9
miR-133a-1-3p	miR-133a-1-3p	13	276	34	705	294	182	97	19	19	253	273	156	104	698	200	113	202	810	504	77	569	104	306	1451
miR-425-5p	miR-425-5p	13	522	247	348	1542	1186	132	13	177	1124	984	144	1026	3440	1641	636	1311	2025	1284	25	1229	372	553	2874
miR-6088-3p	miR-6088-3p	13	1	2	0	0	0	0	0	0	3	4	1	0	0	0	0	1	0	0	0	0	1	0	0
miR-105-1-3p	miR-105-1-3p	13	19	0	0	0	5	6	2	0	4	6	0	9	1	0	0	3	7	1	0	8	2	2	7
miR-3978-5p	miR-3978-5p	13	7	6	0	7	24	0	0	0	4	11	7	6	2	9	2	1	4	3	0	5	1	5	10
miR-133b-5p	miR-133b-5p	13	10	3	0	6	8	12	7	0	0	3	2	1	3	7	0	2	0	0	2	4	1	1	7
miR-1285-1-5p	miR-1285-1-5p	13	123.5	75.5	34	102	168	25.5	34	69	93	82.5	71	111.5	80	144	48	99.5	73	62	153	127	56	70	189
miR-4511-5p	miR-4511-5p	13	5	10	26	17	15	19	54	69	9	5	26	25	20	6	11	34	7	5	12	9	6	25	18
miR-4719-3p	miR-4719-3p	13	10	1	0	6	8	1	0	0	2	2	11	7	3	0	0	0	6	5	0	2	0	22	10
miR-485-5p	miR-485-5p	12	3	3	0	18	7	10	5	0	7	6	6	9	32	21	1	6	47	3	27	14	10	20	32
miR-3136-5p	miR-3136-5p	12	12	4	0	7	4	3	1	11	2	4	2	10	0	2	1	7	14	0	6	1	1	9	13
miR-6809-5p	miR-6809-5p	12	9	8	0	10	6	3	4	7	8	0	9	5	7	7	0	5	1	3	5	4	0	5	3
miR-4523-3p	miR-4523-3p	12	12	3	0	6	11	2	17	8	18	6	45	5	3	26	5	8	3	5	7	16	22	10	13
miR-4311-3p	miR-4311-3p	12	3	1	0	1	4	3	0	1	2	3	4	2	1	5	4	0	1	1	12.5	4	9	0	1
miR-3619-3p	miR-3619-3p	12	2	6	0	4	5	4	1	0	0	0	1	0	1	2	0	1	4	3	1	4	2	1	0
miR-10522-5p	miR-10522-5p	12	13	17	8	31	75	18	6	23	8	14	8	3	25	11	10	15	20	2	0	7	0	16	4
miR-11399-5p	miR-11399-5p	12	4	5	8	6	12	2	3	2	4	2	8	1	7	7	2	3	0	1	13	14	2	3	1
miR-1295a-3p	miR-1295a-3p	12	31	16	26	37	40	15	18	22	24	29	24	26	22	22	10	27	35	21	51	32	14	15	44
miR-6810-3p	miR-6810-3p	12	2	3	0	1	3	0	3	5	13	4	4	4	5	16	3	4	12	9	7	16	6	3	19
miR-1343-3p	miR-1343-3p	12	11	7	4	1	5	3	0	6	5	14	7	5	4	3	8	8	15	2	14	5	6	3	11
miR-2110-5p	miR-2110-5p	12	23	19	3	22	11	40.5	48	40	25	22	19	67	57	91	27	33	50	30	80	55	85	18	42
miR-518f-3p	miR-518f-3p	12	13	3	4	12	11	4	0	10	1	1	1	9	8	4	7	0	3	4	0	1	0	5	6
miR-4687-3p	miR-4687-3p	12	5	10	8	20	6	10	17	14	57	16	22	19	29	3	3	10	53	30	25	67	17	21	25
miR-4650-2-3p	miR-4650-2-3p	12	2	0	0	1	1	0	1	0	2	0	0	0	1	0	1	3	0	1	1	3	0	0	2
miR-3934-5p	miR-3934-5p	12	8	11	5	16	28	5	11	22	22	9	19	9	18	26	8	16	20	22	32	23	14	11	16
miR-1255a-3p	miR-1255a-3p	12	0	1	0	0	7	0	0	0	9	0	1	2	10	2	3	9	2	0	6	3	0	4	0
miR-5698-5p	miR-5698-5p	12	2	7	13	2	6	3	1	0	1	1	12	0	3	2	0	1	4	0	4	3	1	0	4
miR-6773-3p	miR-6773-3p	12	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	3	0	0	0
miR-12116-3p	miR-12116-3p	12	3	1	0	4	5	7	0	2	1	2	9	2	2	1	2	7	4	0	10	1	3	4	4
miR-876-3p	miR-876-3p	12	1	0	0	0	39	5	12	1	3	4	9	2	19	7	3	2	5	2	2	16	0	1	13
miR-4667-5p	miR-4667-5p	12	6	6	1	23	8	3	1	0	1	7	8	0	16	0	0	3	19	1	2	4	3	8	14
miR-1287-5p	miR-1287-5p	12	27	12	6	29	14	13	27	11	41	25	13	21	35	15	17	41	39	34	32	33	24	23	49
miR-4259-5p	miR-4259-5p	12	8	0	0	0	3	5	15	13	3	3	7	28	6	0	0	2	7	2	16	6	10	4	49
miR-1973-5p	miR-1973-5p	12	0	5	0	1	1	0	0	3	0	3	0	4	3	0	0	0	0	0	0	0	1	0	0
miR-5091-5p	miR-5091-5p	12	0	0	0	1	0	1	9	3	3	5	1	5	5	0	0	6	5	1	0	24	2	5	11
miR-1827-3p	miR-1827-3p	12	37	10	0	44.33333333	42	3	15.33333333	28.66666667	32	16	8.666666667	33.33333333	34.33333333	29.66666667	26.66666667	79	30.33333333	29.66666667	8	25	24	23.66666667	40.33333333
miR-432-3p	miR-432-3p	12	5	4	0	5	3	0	0	2	4	1	0	8	4	0	0	6	0	3	0	4	0	4	1
miR-3148-5p	miR-3148-5p	12	3	2	1	0	2	6	4	0	0	2	2	2	1	0	1	2	2	3	7	0	0	3	6
miR-4494-3p	miR-4494-3p	12	0	2	1	0	7	0	1	0	7	1	5	0	3	0	10	10	3	7	5	3	6	6	2
miR-27b-5p	miR-27b-5p	12	321	112	8	165	112	68	22	48	570	212	134	295	483	172	169	516	441	289	38	603	139	158	719
miR-532-3p	miR-532-3p	12	86	33	12	90	53	7	7	26	222	62	15	43	374	57	34	223	217	123	0	204	17	55	720
miR-127-5p	miR-127-5p	12	21	7	0	61	36	8	19	2	23	38	6	20	89	48	24	17	94	64	14	74	20	26	123
miR-4660-5p	miR-4660-5p	12	9	0	0	6	3	3	6	2	5	6	6	5	1	0	0	5	5	6	15	6	6	5	6
miR-4449-3p	miR-4449-3p	12	22	2	9	56	20	15	12	28	26	34	15	24	63	42	9	33	55	6	5	42	7	17	36
miR-3916-3p	miR-3916-3p	12	8	8	3	8	29	3	8	5	4	11	13	5	9	9	14	2	7	11	11	7	4	4	6
let-7g-3p	let-7g-3p	12	119	190	488	344	316	70	6	57	526	234	56	95	264	133	100	223	275	235	7	402	50	322	318
miR-4436b-2-3p	miR-4436b-2-3p	12	4	0	0	4	8	5	0	2	1	1	7	4	2	0	2	0	1	1	0	2	0	0	5
miR-6090-3p	miR-6090-3p	12	0	3	0	7	3	12	2	0	8	2	14	0	9	17	0	7	4	0	9	7	6	2	32
miR-6080-3p	miR-6080-3p	12	13	13	18	14	39	7	13	7	16	4	19	1	15	16	10	4	3	9	0	13	10	12	15
miR-4284-3p	miR-4284-3p	12	4	4	0	3	3	5	6	7	0	4	0	3	11	4	0	2	0	0	14	3	2	1	6
miR-548ae-2-5p	miR-548ae-2-5p	12	25	22	3	4.5	14.5	5	0	9	71	9	7	37	29	0	22.5	29	40.5	67.5	1	22.5	9	8.5	63
miR-4267-5p	miR-4267-5p	12	2	0	0	1	4	3	0	0	2	0	0	3	7	0	2	2	0	6	6	0	0	0	3
miR-4502-5p	miR-4502-5p	12	0	0	0	0	1	1	0	6	0	1	5	1	0	2	4	0	0	0	6	2	0	0	5
miR-3154-5p	miR-3154-5p	11	4	1	1	8	8	3	5	4	5	2.666666667	2	0	7	1	2	2	7	6	0	6	0	3	2
miR-1285-1-3p	miR-1285-1-3p	11	60	21	22	40	72.33333333	32	12	16	66.66666667	30	25	40	39	126	31	66	26	68	33.33333333	51	21	18	17
miR-125b-1-3p	miR-125b-1-3p	11	38	28	9	87	55	24	17	38	34	57	30	52	206	65	11	33	129	45	21	132	44	46	242
miR-196a-5p	miR-196a-5p	11	1724	917	288	865	1165	29	1	51	3255	1267	127	1790	2958	447	705	2214	1259	1286	20	1358	87	970	3898
miR-4420-5p	miR-4420-5p	11	10	5	0	13	9	3	2	1	6	3	0	0	5	3	0	3	15	11	1	5	0	2	4
miR-4497-3p	miR-4497-3p	11	23	25	14	28.5	23	16	13	38	12	8	21	16	11	25	18	11	21	17	4	16	15	12	23
miR-548u-5p	miR-548u-5p	11	0	4	0	6	4	0	0	4	6	9	1	0	0	3	2	3	3	7	0	6	1	3	1
miR-6529-5p	miR-6529-5p	11	2	3	22	0	0	7	0	0	0	0	0	3	0	0	0	0	1	5	0	0	0	3	2
miR-550a-1-5p	miR-550a-1-5p	11	10	8	18	6	14	6	6	7	21	7	1	14	14	19	2	9	24	19	3	15	11	2	15
miR-139-5p	miR-139-5p	11	330	189	169	450	1247	36	5	11	1377	370	95	251	2317	240	277	833	732	1210	8	872	46	435	3125
miR-12124-5p	miR-12124-5p	11	0	0	0	0	0	2	0	0	4	2	3	2	0	1	0	1	1	0	0	2	2	1	2
miR-218-2-3p	miR-218-2-3p	11	4	0	0	0	2	1	0	3	9	5	0	2	0	0	1	0	4	0	2	1	0	0	0
miR-642a-5p	miR-642a-5p	11	17	6	11	11.5	8	12	0	4	14.5	7.5	13	11	8	1	4	14	24.5	6	23	15	3	11	1
miR-939-3p	miR-939-3p	11	3	1	0	0	1	9	0	6	0	5	1	2	0	5	0	3	3	3	11.5	1	1	2	7
miR-17-3p	miR-17-3p	11	70	49	14	97	84	32	0	17	177	49	23	100	106	177	19	129	85	100	1	116	49	90	149
miR-4730-5p	miR-4730-5p	11	1	10	4	2	1	1	0	2	2	0	1	0	2	0	0	0	4	3	13	6	2	2	0
miR-105-2-5p	miR-105-2-5p	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
miR-580-3p	miR-580-3p	11	26	8	15	5	15	15	7	8	15	12	14	34	4	31	7	54	5	10	16	3	28	9	9
miR-4678-5p	miR-4678-5p	11	4	1	0	0	1	2	0	3	5	2	0	0	0	11	0	0	4	5	5	0	0	2	0
miR-6765-5p	miR-6765-5p	11	8	2	1	3	10	2	29	8	6	2	18	3	9	0	0	3	4	2	17	1	9	4	10
miR-4516	miR-4516	11	7	0	0	0	0	0	9	0	1	0	8	0	0	6	6	6	0	0	0	13	1	3	1
miR-6722-3p	miR-6722-3p	11	1	2	4	0	3	3	0	5	5	0	9	9	3	8	0	4	5	7	3	2	8	3	7
miR-140-5p	miR-140-5p	11	1067	422	950	1762	1991	112	3	48	2986	1679	187	1765	3533	644	620	2210	2524	2184	20	1897	172	1196	5752
miR-514b-3p	miR-514b-3p	11	16	2	8	2	5	5	28	2	2	8	21	1	1	27	2	0	9	4	22	9	12	1	5
miR-921-5p	miR-921-5p	11	162	84	33	381	403	19	3	6	208	168	39	78	263	25	98	116	235	110	0	93	19	90	231
miR-8069-2-5p	miR-8069-2-5p	11	1	5	0	3	12	7	12	0	14	5	1	3	0	2	14	3	2	0	0	0	9	1	1
miR-1199-5p	miR-1199-5p	10	52	16	46	30	468	35	53	29	29	28	126	43	36	143	154	78	22	42	63	12	31	21	66
miR-451a	miR-451a	10	2292	1865	3184	21537	2425	1783	53	2097	18033	2471	956	998	43255	57816	10497	7330	8388	18903	899	10236	5369	10978	18059
miR-4269-3p	miR-4269-3p	10	22	12	9	6	13	18	5	8	17	14	4	26	0	14	3	41	13	15	12	17	15	8	8
miR-4782-5p	miR-4782-5p	10	0.5	0	0	2	0	0	0	1	12	0	7	0	2	0	0	1.5	1	8	0	1	2	3	4
miR-564-3p	miR-564-3p	10	11	6	1	13	48	10	5	2	11	2	7	13	14	25	7	9	1	13	4	13	5	9	16
miR-1321-3p	miR-1321-3p	10	5	3	0	4	0	10	6	16	8	2	3	3	2	2	13	4	6	0	48	6	5	3	1
miR-6090-5p	miR-6090-5p	10	0	0	0	0	11	4	0	4	1	2	8	1	1	2	10	1	11	3	8	4	5	5	13
miR-9899-5p	miR-9899-5p	10	0	8	0	7	5	4	6	6	2	1	0	12	4	8	8	8	4	5	9	2	1	7	9
miR-3944-5p	miR-3944-5p	10	13	8	0	19	21	12	15	35	4	17	6	0	21	35	1	3	12	2	2	15	9	6	4
miR-1282-5p	miR-1282-5p	10	1	4	23	2	15	15	7	0	3	3	11	0	1	13	7	8	0	4	1	6	6	1	2
miR-7975-5p	miR-7975-5p	10	30	32	1	36	34	6	0	8	17	27	10	15	12	20	3	12	15	17	0	18	4	10	13
miR-506-3p	miR-506-3p	10	32	11	8	11	51	15	6	14	11	29	29	16	50	25	17	41	45	21	23	48	7	38	37
miR-215-5p	miR-215-5p	10	888.5	447	158.5	307	128	93	25	102	1553.5	546.5	124	632.5	381.5	366	336	2312.5	572	750.5	94.5	898.5	148	324.5	1114.5
miR-4739-5p	miR-4739-5p	10	0	1	0	0	2	1	1	1	0	2	2	0	5	0	0	5	3	0	0	0	0	1	0
miR-3667-3p	miR-3667-3p	10	2	2	0	2	2	1	1	2	6	3	0	0	0	0	5	14	5	0	0	4	1	2	1
miR-103a-1-3p	miR-103a-1-3p	10	3199	1798	2802	7212.333333	3404	247	17	269	7309.333333	4080	535	4017	9298	4472	2171	8066	4719	6420	46	6085.666667	645	1921	9614
miR-601-3p	miR-601-3p	10	5	6	0	2	11	1	6	3	0	2	5	4	15	0	3	1	15	2	0	6	1	10	2
miR-5004-5p	miR-5004-5p	10	0	1	0	0	2	0	0	1	0	1	0	0	0	1	0	0	2	0	0	4	0	1	0
miR-6813-3p	miR-6813-3p	10	1	7	0	6	2	2	0	5	7	1	1	2	0	0	0	1	1	0	11	0	0	3	9
miR-4728-5p	miR-4728-5p	10	7	0	0	0	1	0	0	0	4	0	4	0	2	0	0	2	0	0	1	1	0	0	4
miR-183-3p	miR-183-3p	10	4	2	0	14	3	0	0	1	4	13	1	11	24	41	7	17	3	7	0	4	1	5	11
miR-4502-3p	miR-4502-3p	10	7	11	0	10	10	20	9	5	6	14	13	7	0	11	4	12	13	7	14	12	8	11	12
miR-3918-5p	miR-3918-5p	10	1	1	0	1	3	0	1	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1
miR-648-5p	miR-648-5p	10	0	1	0	3	5.5	1	8	6	6	2	2	0	3	0	4	0	6	0	8	3	5	0	5
miR-3175-5p	miR-3175-5p	10	8	1	0	6	10	1	23	7	8	7	10	8	20	13	14	2	3	2	18	3	4	11	29
miR-4780-5p	miR-4780-5p	10	23	28	33	30	44	10	27	31	54	66	49	45	26	52	28	33	41	64	37	81	40	51	28
miR-3914-2-5p	miR-3914-2-5p	10	1	0	0	2	2	0	0	0	1	4	4	0	0	0	0	0	0	2	3	0	0	0	1
miR-4635-3p	miR-4635-3p	10	7	9	0	7	4	7	9	12	3	3	9	9	5	2	0	1	0	9	10	1	2	5	1
miR-760-3p	miR-760-3p	10	5	14	0	34	7.5	12	2	27	11	12	13	32	13	10	11	24	11	18	22	38	8	5	18
miR-219a-1-3p	miR-219a-1-3p	10	23	6	0	9	7	7	5	8	18	8	14	0	12	13	3	15	7	5	15	16	10	15	20
miR-8077-3p	miR-8077-3p	9.5	6	7	0	2	10	2	8	47	11	2	3	4	11	0	2	0	13	5	17	14	8	15	17
miR-6084-3p	miR-6084-3p	9	0	0	14	1	4	0	1	7	1	0	2	2	2	4	0	1	9	4	14	3	6	2	2
miR-617-3p	miR-617-3p	9	0	0	1	0	1	0	0	1	2	2	3	1	1	1	0	0	0	3	0	6	0	2	0
miR-1272-5p	miR-1272-5p	9	1	9	8	6	30	7	1	17	11	7	6	18	5	21	12	39	3	7	1	6	0	7	8
miR-603-5p	miR-603-5p	9	4	1	0	7	4	5	6	17	7	3	1	8	6	2.777777778	0	13	7	0	15	8	10	1	19
miR-1228-3p	miR-1228-3p	9	14	7	1	51	10	5	0	0	29	17	5	27	6	0	8	21	8	16	15	13	4	7	10
let-7d-5p	let-7d-5p	9	3272	2630.404762	1400.142857	5798.166667	4376.333333	259.4285714	27.16666667	519	8408.571429	2556.5	550.8571429	2998.5	10898.5	2473.5	1749	4772.5	5085	5936	99	5062	756.1666667	2177.166667	9895.666667
miR-138-5p	miR-138-5p	9	0	1	0	3	9	0	22	26	4	25	21	6	34	4	1	5	62	1	21	29	3	10	167
miR-5685-3p	miR-5685-3p	9	31	22	49	32	46	10	3	10	42	32	6	17	19	3	10	3	21	14	2	12	5	25	16
miR-1238-5p	miR-1238-5p	9	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	2	11	1	0	2
miR-1289-1-3p	miR-1289-1-3p	9	5	0	0	5	3	3	0	8	0	6	2	7	3	1	2	2	1	15	9	6	5	2	0
miR-1290-3p	miR-1290-3p	9	34	12.5	0.5	37.5	240	20	40	70.5	29.5	16	53.5	32.5	28	26	46	12.5	44.5	14.5	28	14	36.5	37.5	21.5
miR-500a-3p	miR-500a-3p	9	658	243.5	163.5	486	483	232.5	23.5	266	1235	440	292.5	524	2410.166667	540.5	339	1467.5	1895.5	683.5	98	2185.5	328.5	496	3924.5
miR-6852-3p	miR-6852-3p	9	7	3	0	14	15	4	3	3	10	5	0	2	2	11	2	15	3	4	0	5	1	7	20
miR-4646-3p	miR-4646-3p	9	10	3	1	2	2	0	0	0	5	3	9	3	7	11	4	16	5	12	3	8	0	1	2
miR-4533-3p	miR-4533-3p	9	0	3	0	2	2	2	6	0	3	5	0	0	3	2	0	2	3	1	0	0	6	0	4
miR-934-5p	miR-934-5p	9	35	2	10	5	6	2	0	6	9	3	7	5	48	5	3	0	34	7	11	8	1	7	118
miR-23c-3p	miR-23c-3p	9	4355	2401	1418	4216.5	4626.5	249	45	173.5	13264	3480.5	636.5	3093	17349	1145	1836	6416	7822.5	7991.5	124	7398.5	929.5	3757.5	27878.5
miR-876-5p	miR-876-5p	9	11	0	7	2	29	10	5	4	6	2	9	5	2	0	0	5	26	0	7	21	11	3	4
miR-5572-3p	miR-5572-3p	9	20	1	16	82	8	7	13	9	1	50	5	0	5	9	12	51	20	25	8	39	0	21	5
miR-758-5p	miR-758-5p	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	3
miR-514a-1-3p	miR-514a-1-3p	9	26	21	14	16	35	24	24	29	35	109	16	55	169	40	10	47	191	43	33	224	10	110	165
miR-5702-3p	miR-5702-3p	9	0	2	0	2	1	0	0	0	0	1	0	0	0	0	1	4	0	0	1	0	1	2	0
miR-1229-5p	miR-1229-5p	9	20	4	10	10	10	6	6	16	5	2	12	6	20	26	9	5	6	7	1	3	2	6	22
